n_trades,win_rate,mean_gross_return,mean_net_return,baseline_mean_return,percentile_threshold
2898,0.5541752933057281,0.00997100206624632,0.007971002066246319,0.009749606209239281,0.5
1894,0.5538542766631468,0.010690654008234626,0.008690654008234624,0.009749606209239281,0.75
1059,0.5675165250236072,0.012490466680901507,0.010490466680901506,0.009749606209239281,0.9
626,0.5894568690095847,0.016050054198987636,0.014050054198987635,0.009749606209239281,0.95
