vol_bucket,n,positive_rate,brier,naive_brier,log_loss,naive_log_loss,roc_auc
q1_of_3,27126,0.12781095627810957,0.11155540369760081,0.11147531573338472,0.38102657976426796,0.3822041380200607,0.5705335310972397
q2_of_3,27125,0.08600921658986176,0.07891248651831806,0.07861163125146,0.2942386520430955,0.2932060519109139,0.546481280619953
q3_of_3,27125,0.05212903225806451,0.049457004044653495,0.04941159625390218,0.2033694313085093,0.20473696367888447,0.5943262167107491
